time[epoch],x_enc,y_enc,x_pll,y_pll,dx_pll,dy_pll,ddx_imu,ddy_imu,ddz_imu,temp
1634656651.783189,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,0.0,-0.002529011806473136,-0.007134369574487209,272
1634656651.7834408,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,-0.009574560448527336,0.012011325918138027,0.002166879130527377,272
1634656651.78491,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,-0.014361840672791004,-0.009753914549946785,-0.009391781874001026,272
1634656651.786753,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,-0.01675548031926155,-0.004560091067105532,0.012056592851877213,272
1634656651.788658,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,-0.019149120897054672,-0.009255982004106045,0.01693355105817318,272
1634656651.790991,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,0.01675548031926155,-0.0023932119365781546,4.526659176917747e-05,272
1634656651.7928169,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,0.009574560448527336,-0.005012757144868374,-0.01187552697956562,272
1634656651.7953222,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,-0.04547915980219841,-4.526659176917747e-05,-0.0023932119365781546,272
1634656651.7966568,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,-0.007180920336395502,-0.004695890937000513,0.0048769572749733925,272
1634656651.79867,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,-0.004787280224263668,-0.00460535753518343,0.009663381613790989,272
1634656651.800937,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,-0.007180920336395502,-0.002212145598605275,0.009618114680051804,272
1634656651.802767,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,0.0,-0.007043836172670126,0.007315435912460089,272
1634656651.8047402,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,0.01675548031926155,-0.0097086476162076,-0.006998569704592228,272
1634656651.806942,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,0.002393640112131834,-0.004967490676790476,-0.009482314810156822,272
1634656651.808946,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,0.0,0.0,0.0,272
1634656651.811116,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,-0.01675548031926155,0.00013579976803157479,0.007179636042565107,272
1634656651.81265,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,0.007180920336395502,0.0019405462080612779,-0.023977385833859444,272
1634656651.814709,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,0.004787280224263668,-0.00040739928954280913,-0.021538907662034035,272
1634656651.816695,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,-0.002393640112131834,-0.0049222237430512905,-0.007089103106409311,272
1634656651.818712,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,-0.019149120897054672,-0.014495071955025196,-0.006908036768436432,272
1634656651.820715,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,-0.023936400189995766,-0.0024384786374866962,-0.0023479454685002565,272
1634656651.822669,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,-0.014361840672791004,0.018919363617897034,-0.012328192591667175,272
1634656651.824888,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,-0.002393640112131834,-0.0021216124296188354,0.0144045390188694,272
1634656651.8267882,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,0.01675548031926155,0.011966059915721416,-0.00022633295156992972,272
1634656651.829014,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,-0.014361840672791004,0.019190963357686996,0.0020310792606323957,272
1634656651.830847,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,-0.014361840672791004,-0.014766671694815159,-0.021267307922244072,272
1634656651.83288,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,0.01675548031926155,-0.00013579976803157479,-0.007179636042565107,272
1634656651.83466,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,0.007180920336395502,-0.007224902976304293,-0.002257412299513817,272
1634656651.836898,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,-0.01675548031926155,-0.021312573924660683,0.01237345952540636,272
1634656651.8390222,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,0.004787280224263668,-0.002257412299513817,0.007224902976304293,272
1634656651.84104,-0.0009809808107092977,0.25014790892601013,-4.8470086767338216e-05,0.25019505620002747,0.0,0.0,0.002393640112131834,0.006908036768436432,-0.014495071955025196,272
