time[epoch],yaw[counts],pitch[counts],x[m],y[m],dx[m/s],dy[m/s],ddx[g],ddy[g],ddz[g]
1629210144.9929721,225,-5,0.2207338511943817,-0.003908772487193346,1.7089906805267674e-06,-5.2679020882351324e-05,0.9573949575424194,0.006039000116288662,-0.035868000239133835
1629210144.99317,225,-5,0.2207338511943817,-0.003910036291927099,1.7089906805267674e-06,-5.2679020882351324e-05,0.9595909714698792,0.010187000036239624,-0.03507499769330025
1629210144.993366,225,-5,0.2207338511943817,-0.00391130056232214,1.7089906805267674e-06,-5.2679020882351324e-05,0.956296980381012,0.01006499957293272,-0.04263899847865105
1629210144.994088,225,-5,0.2207338511943817,-0.003912283573299646,1.7089906805267674e-06,-5.2679020882351324e-05,0.9548329710960388,0.010308999568223953,-0.03001200035214424
1629210144.994956,225,-5,0.2207338511943817,-0.003912331070750952,1.7089906805267674e-06,-5.2679020882351324e-05,0.9553819894790649,0.008112999610602856,-0.03672200068831444
1629210144.995914,225,-5,0.2207338511943817,-0.003912377171218395,1.7089906805267674e-06,-5.2679020882351324e-05,0.9570289850234985,0.007991000078618526,-0.04379799962043762
1629210144.996928,225,-5,0.2207338511943817,-0.003912424668669701,1.7089906805267674e-06,-5.2679020882351324e-05,0.9584319591522217,0.007747000083327293,-0.041540998965501785
1629210144.9979389,225,-5,0.2207338511943817,-0.003912471234798431,1.7089906805267674e-06,-5.2679020882351324e-05,0.9544059634208679,0.009699000045657158,-0.042333997786045074
1629210144.998869,225,-5,0.2207338511943817,-0.003912518732249737,1.7089906805267674e-06,-5.2679020882351324e-05,0.9573339819908142,0.009881999343633652,-0.04501799866557121
1629210144.999845,225,-5,0.2207338511943817,-0.00391256483271718,1.7089906805267674e-06,-5.2679020882351324e-05,0.957273006439209,0.008356999605894089,-0.045993998646736145
1629210145.000803,225,-5,0.2207338511943817,-0.003912612330168486,1.7089906805267674e-06,-5.2679020882351324e-05,0.9582489728927612,0.01006499957293272,-0.04745800048112869
1629210145.001822,225,-5,0.2207338511943817,-0.003912658430635929,1.7089906805267674e-06,-5.2679020882351324e-05,0.9567849636077881,0.009393999353051186,-0.0487389974296093
1629210145.002815,225,-5,0.2207338511943817,-0.0039127059280872345,1.7089906805267674e-06,-5.2679020882351324e-05,0.9559310078620911,0.009881999343633652,-0.04782399907708168
1629210145.0038521,225,-5,0.2207338511943817,-0.003912752028554678,1.7089906805267674e-06,-5.2679020882351324e-05,0.9593470096588135,0.010431000031530857,-0.044895999133586884
1629210145.0048141,225,-5,0.2207338511943817,-0.003912799526005983,1.7089906805267674e-06,-5.2679020882351324e-05,0.9570289850234985,0.009638000279664993,-0.04825099930167198
1629210145.005716,225,-5,0.2207338511943817,-0.003912845626473427,1.7089906805267674e-06,-5.2679020882351324e-05,0.9570289850234985,0.009638000279664993,-0.04825099930167198
1629210145.006966,225,-5,0.2207338511943817,-0.003912892192602158,1.7089906805267674e-06,-5.2679020882351324e-05,0.9555040001869202,0.0076249996200203896,-0.04025999829173088
1629210145.00757,225,-5,0.2207338511943817,-0.003912939224392176,1.7089906805267674e-06,-5.2679020882351324e-05,0.9555040001869202,0.0076249996200203896,-0.04025999829173088
1629210145.008932,225,-5,0.2207338511943817,-0.0039129857905209064,1.7089906805267674e-06,-5.2679020882351324e-05,0.9561139941215515,0.008174000307917595,-0.03623399883508682
1629210145.009592,225,-5,0.2207338511943817,-0.003913033287972212,1.7089906805267674e-06,-5.2679020882351324e-05,0.9561139941215515,0.008174000307917595,-0.03623399883508682
1629210145.010918,225,-5,0.2207338511943817,-0.003913079388439655,1.7089906805267674e-06,-5.2679020882351324e-05,0.954039990901947,0.010614000260829926,-0.0520939975976944
1629210145.0116081,225,-5,0.2207338511943817,-0.003913126885890961,1.7089906805267674e-06,-5.2679020882351324e-05,0.954039990901947,0.010614000260829926,-0.0520939975976944
1629210145.012854,225,-5,0.2207338511943817,-0.003913172986358404,1.7089906805267674e-06,-5.2679020882351324e-05,0.9569680094718933,0.010308999568223953,-0.04483499750494957
1629210145.013807,225,-5,0.2207338511943817,-0.0039132204838097095,1.7089906805267674e-06,-5.2679020882351324e-05,0.9567849636077881,0.009027999825775623,-0.032634999603033066
1629210145.0147982,225,-5,0.2207338511943817,-0.003913266584277153,1.7089906805267674e-06,-5.2679020882351324e-05,0.9561139941215515,0.0076859998516738415,-0.022874999791383743
1629210145.015949,225,-5,0.2207338511943817,-0.003913314081728458,1.7089906805267674e-06,-5.2679020882351324e-05,0.9580659866333008,0.008112999610602856,-0.03294000029563904
1629210145.0169442,225,-5,0.2207338511943817,-0.003913360182195902,1.7089906805267674e-06,-5.2679020882351324e-05,0.957273006439209,0.009699000045657158,-0.04879999905824661
1629210145.0179431,225,-5,0.2207338511943817,-0.003913407679647207,1.7089906805267674e-06,-5.2679020882351324e-05,0.9550769925117493,0.010308999568223953,-0.0487389974296093
1629210145.01895,225,-5,0.2207338511943817,-0.003913453780114651,1.7089906805267674e-06,-5.2679020882351324e-05,0.9535520076751709,0.010979999788105488,-0.03348900005221367
1629210145.0197918,225,-5,0.2207338511943817,-0.003913501277565956,1.7089906805267674e-06,-5.2679020882351324e-05,0.956296980381012,0.008051999844610691,-0.02202099934220314
1629210145.020957,225,-5,0.2207338511943817,-0.003913547843694687,1.7089906805267674e-06,-5.2679020882351324e-05,0.9566019773483276,0.008356999605894089,-0.019214998930692673
1629210145.021897,225,-5,0.2207338511943817,-0.003913595341145992,1.7089906805267674e-06,-5.2679020882351324e-05,0.9576389789581299,0.010308999568223953,-0.025497999042272568
1629210145.022913,225,-5,0.2207338511943817,-0.003913641441613436,1.7089906805267674e-06,-5.2679020882351324e-05,0.9564799666404724,0.010247999802231789,-0.040199000388383865
1629210145.023882,225,-5,0.2207338511943817,-0.003913688939064741,1.7089906805267674e-06,-5.2679020882351324e-05,0.9533689618110657,0.010857999324798584,-0.04764099791646004
1629210145.0249012,225,-5,0.2207338511943817,-0.003913735039532185,1.7089906805267674e-06,-5.2679020882351324e-05,0.9578830003738403,0.008539999835193157,-0.04636000096797943
1629210145.025884,225,-5,0.2207338511943817,-0.00391378253698349,1.7089906805267674e-06,-5.2679020882351324e-05,0.9548329710960388,0.009027999825775623,-0.04001599922776222
1629210145.026898,225,-5,0.2207338511943817,-0.0039138286374509335,1.7089906805267674e-06,-5.2679020882351324e-05,0.9567239880561829,0.010369999334216118,-0.03806399926543236
1629210145.027509,225,-5,0.2207338511943817,-0.003913876134902239,1.7089906805267674e-06,-5.2679020882351324e-05,0.9567239880561829,0.010369999334216118,-0.03806399926543236
1629210145.028942,225,-5,0.2207338511943817,-0.003913922235369682,1.7089906805267674e-06,-5.2679020882351324e-05,0.9569069743156433,0.010491999797523022,-0.03635599836707115
